"NYC_extract.DBA","NYC_extract.TripAdvisor.URL","NYC_extract.INSPECTION.DATE","NYC_extract.VIOLATION.DESCRIPTION","NYC_extract.SCORE","NYC_extract.GRADE","NYC_initial.Latitude","NYC_initial.Longitude","NYC_list_URL_final$NYC_extract.DBA"
"123292","CACIO & PEPE","https://www.tripadvisor.com/Restaurant_Review-g60763-d599003-Reviews-Cacio_e_Pepe-New_York_City_New_York.html","08/08/2018","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",32,"",40.730688875082,-73.986133970566,"CACIO & PEPE"
"123301","PATRIZIAS OF BROOKLYN","https://www.tripadvisor.com/Restaurant_Review-g48127-d18825582-Reviews-Patrizia_s-Maspeth_Queens_New_York.html","04/24/2019","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",26,"",40.739910271249,-73.979398344841,"PATRIZIAS OF BROOKLYN"
"123426","BONO TRATTORIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d8424752-Reviews-Bono_Trattoria-New_York_City_New_York.html","09/19/2018","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",38,"C",40.830306808401,-73.947603533529,"BONO TRATTORIA"
"123433","SOFIA'S LITTLE ITALY","https://www.tripadvisor.com/Restaurant_Review-g60763-d2086556-Reviews-Sofia_s-New_York_City_New_York.html","08/11/2017","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",11,"P",40.71876093231,-73.997586597168,"SOFIA'S LITTLE ITALY"
"123667","PALMA","https://www.tripadvisor.com/Restaurant_Review-g60763-d423264-Reviews-Palma-New_York_City_New_York.html","03/27/2018","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",15,"",40.731411566573,-74.00213242586,"PALMA"
"123762","MEMORIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d17433839-Reviews-Memoria-New_York_City_New_York.html","11/01/2019","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",45,"C",40.756845320002,-73.967077306472,"MEMORIA"
"123786","BASTA PASTA RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d479364-Reviews-Basta_Pasta-New_York_City_New_York.html","06/21/2018","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10,"A",40.738468193031,-73.993529871286,"BASTA PASTA RESTAURANT"
"123837","CASA DI ISACCO","https://www.tripadvisor.com/Restaurant_Review-g60763-d1557580-Reviews-Trattoria_Casa_di_Isacco-New_York_City_New_York.html","04/05/2017","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10,"",40.756896532162,-73.993726599692,"CASA DI ISACCO"
"123849","NICA TRATTORIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d3962352-Reviews-Nica_Trattoria-New_York_City_New_York.html","03/01/2018","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",22,"",40.776014644956,-73.951444760706,"NICA TRATTORIA"
"123896","PETALUMA","https://www.tripadvisor.com/Restaurant_Review-g60763-d423883-Reviews-Petaluma-New_York_City_New_York.html","04/16/2018","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",33,"",40.76818009078,-73.95570688015,"PETALUMA"
"123969","AMATA","https://www.tripadvisor.com/Restaurant_Review-g60763-d7392512-Reviews-Amata-New_York_City_New_York.html","04/03/2017","Hot food item not held at or above 140Âº F.",13,"A",40.759381613826,-73.967556136354,"AMATA"
"123991","GELSO & GRAND","https://www.tripadvisor.com/Restaurant_Review-g60763-d7370236-Reviews-Gelso_Grand-New_York_City_New_York.html","09/25/2018","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",32,"",40.7196639515,-73.997175306248,"GELSO & GRAND"
"124029","VIA ITALIA RISTORANTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d534450-Reviews-Via_Italia-New_York_City_New_York.html","08/08/2017","Evidence of mice or live mice present in facility's food and/or non-food areas.",17,"",40.756661745572,-73.980519319958,"VIA ITALIA RISTORANTE"
"124030","SUPPER","https://www.tripadvisor.com/Restaurant_Review-g60763-d457896-Reviews-Supper_Restaurant-New_York_City_New_York.html","09/25/2018","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",57,"C",40.722767360588,-73.985179585669,"SUPPER"
"124102","Laboratorio","https://www.tripadvisor.com/Restaurant_Review-g60763-d13393942-Reviews-Laboratorio329-New_York_City_New_York.html","04/17/2019","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",40,"",40.763351602924,-73.986683069406,"Laboratorio"
"124123","SCALINATELLA RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d423797-Reviews-Scalinatella_Restaurant-New_York_City_New_York.html","05/26/2017","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",12,"A",40.762663693162,-73.965327244497,"SCALINATELLA RESTAURANT"
"124139","FIASCHETTERIA PISTOIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d12492884-Reviews-Fiaschetteria_Pistoia-New_York_City_New_York.html","06/04/2019","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",15,"",40.72671312035,-73.977677859274,"FIASCHETTERIA PISTOIA"
"124172","JOE & PAT'S","https://www.tripadvisor.com/Restaurant_Review-g60763-d14358488-Reviews-Joe_and_Pats_Pizzeria-New_York_City_New_York.html","06/20/2018","Evidence of rats or live rats present in facility's food and/or non-food areas.",13,"A",40.728953944165,-73.984279804484,"JOE & PAT'S"
"124189","LE ZIE TRATTORIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d459250-Reviews-Le_Zie-New_York_City_New_York.html","02/26/2019","Proper sanitization not provided for utensil ware washing operation.",8,"A",40.74236864226,-73.996910900355,"LE ZIE TRATTORIA"
"124224","VIA QUADRONNO","https://www.tripadvisor.com/Restaurant_Review-g60763-d459109-Reviews-Via_Quadronno-New_York_City_New_York.html","09/01/2016","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",7,"A",40.772682092074,-73.965448372615,"VIA QUADRONNO"
"124239","BELLINI","https://www.tripadvisor.com/Restaurant_Review-g60763-d2018701-Reviews-Bellini-New_York_City_New_York.html","08/31/2017","Hot food item not held at or above 140Âº F.",7,"",40.784719966444,-73.973444223466,"BELLINI"
"124246","IL GATTOPARDO","https://www.tripadvisor.com/Restaurant_Review-g60763-d424586-Reviews-Il_Gattopardo-New_York_City_New_York.html","07/10/2017","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",12,"A",40.761359943296,-73.976128430662,"IL GATTOPARDO"
"124320","V & T RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d459365-Reviews-V_T_Pizzeria-New_York_City_New_York.html","08/28/2018","Proper sanitization not provided for utensil ware washing operation.",4,"A",40.803329420525,-73.963611914951,"V & T RESTAURANT"
"124353","BALLATO'S RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d423331-Reviews-Emilio_s_Ballato-New_York_City_New_York.html","08/29/2019","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",13,"A",40.724716960505,-73.994292457663,"BALLATO'S RESTAURANT"
"124486","CARA MIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d459072-Reviews-Cara_Mia-New_York_City_New_York.html","02/19/2020","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",29,"",40.761974076514,-73.990058534735,"CARA MIA"
"124495","POSTO","https://www.tripadvisor.com/Restaurant_Review-g60763-d543319-Reviews-Posto-New_York_City_New_York.html","04/09/2018","Wiping cloths soiled or not stored in sanitizing solution.",12,"A",40.73491539734,-73.983040726465,"POSTO"
"124526","CAFFE BUON GUSTO","https://www.tripadvisor.com/Restaurant_Review-g60763-d479315-Reviews-Caffe_Buon_Gusto-New_York_City_New_York.html","05/24/2018","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",14,"",40.772566833732,-73.957350295638,"CAFFE BUON GUSTO"
"124564","FRANKIES 570 SPUNTINO","https://www.tripadvisor.com/Restaurant_Review-g60763-d2361016-Reviews-Frankies_Spuntino_570-New_York_City_New_York.html","01/22/2018","Evidence of mice or live mice present in facility's food and/or non-food areas.",12,"A",40.735641112892,-74.005979111349,"FRANKIES 570 SPUNTINO"
"124566","THE ORIGINAL VINCENT'S ESTABLISH 1904","https://www.tripadvisor.com/Restaurant_Review-g60763-d4561725-Reviews-Original_Vincent_s-New_York_City_New_York.html","11/19/2018","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",15,"B",40.717706933005,-73.997215071137,"THE ORIGINAL VINCENT'S ESTABLISH 1904"
"124568","AZALEA","https://www.tripadvisor.com/Restaurant_Review-g60763-d424558-Reviews-Azalea_Ristorante-New_York_City_New_York.html","06/05/2019","Food prepared from ingredients at ambient temperature not cooled to 41Âº F or below within 4 hours.",12,"A",40.762272593084,-73.984163614929,"AZALEA"
"124664","DELMONICOS","https://www.tripadvisor.com/Restaurant_Review-g60763-d459628-Reviews-Delmonico_s-New_York_City_New_York.html","05/17/2018","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",27,"",40.705108014205,-74.010286412211,"DELMONICOS"
"124708","FLAVORS OF ITALY","https://www.tripadvisor.com/Restaurant_Review-g60763-d19270049-Reviews-Flavors_of_Italy_Bistro-New_York_City_New_York.html","11/04/2019","Food contact surface improperly constructed or located. Unacceptable material used.",94,"",40.752027150859,-73.991052578709,"FLAVORS OF ITALY"
"124771","ARTE RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d477310-Reviews-Trattoria_Dell_Arte-New_York_City_New_York.html","07/09/2018","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",13,"A",40.732347429966,-73.994724787541,"ARTE RESTAURANT"
"124855","MISIRIZZI","https://www.tripadvisor.com/Restaurant_Review-g60763-d12141953-Reviews-Misirizzi_Italian_Restaurant-New_York_City_New_York.html","10/08/2019","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",13,"A",40.727420436211,-73.992260950127,"MISIRIZZI"
"124874","ATTRAVERSA","https://www.tripadvisor.com/Restaurant_Review-g60763-d14952452-Reviews-Attraversa_TriBeCa-New_York_City_New_York.html","07/10/2019","Food contact surface not properly maintained.",4,"A",40.71929601761,-74.006240987374,"ATTRAVERSA"
"125064","LAVO NEW YORK","https://www.tripadvisor.com/Restaurant_Review-g60763-d1887411-Reviews-LAVO_Italian_Restaurant-New_York_City_New_York.html","05/15/2017","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",13,"A",40.762805371166,-73.971485613928,"LAVO NEW YORK"
"125144","10 CORSO COMO","https://www.tripadvisor.com/Restaurant_Review-g60763-d16644800-Reviews-10_Corso_Como_Restaurant_Cafe-New_York_City_New_York.html","10/11/2018","Food contact surface not properly maintained.",5,"A",40.706313384702,-74.003217267259,"10 CORSO COMO"
"125181","VIA TRENTA PIZZOTECA","https://www.tripadvisor.com/Restaurant_Review-g29837-d12320720-Reviews-Via_Trenta_Osteria_and_Wine_Bar-Astoria_Queens_New_York.html","07/11/2018","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",30,"",40.752842657548,-74.002873027375,"VIA TRENTA PIZZOTECA"
"125253","PARMA RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d423865-Reviews-Parma_Restaurant-New_York_City_New_York.html","09/21/2018","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11,"A",40.774800906366,-73.956926427738,"PARMA RESTAURANT"
"125375","MERCATO","https://www.tripadvisor.com/Restaurant_Review-g60763-d1898220-Reviews-Mercato-New_York_City_New_York.html","06/11/2018","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",12,"A",40.755941292986,-73.99266549717,"MERCATO"
"125509","SENZA GLUTEN","https://www.tripadvisor.com/Restaurant_Review-g60763-d7375683-Reviews-Senza_Gluten-New_York_City_New_York.html","11/20/2018","Food contact surface not properly maintained.",5,"A",40.729092259501,-74.000191226095,"SENZA GLUTEN"
"125646","FUMO RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d10067266-Reviews-Fumo_Pizza_Bar_Pasta-New_York_City_New_York.html","05/24/2017","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12,"A",40.821324544808,-73.950475789991,"FUMO RESTAURANT"
"125719","COPPOLA'S","https://www.tripadvisor.com/Restaurant_Review-g60763-d1982908-Reviews-Coppola_s-New_York_City_New_York.html","04/19/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12,"A",40.741535477197,-73.981180546098,"COPPOLA'S"
"125808","SERAFINA 105","https://www.tripadvisor.com/Restaurant_Review-g60763-d13319747-Reviews-Serafina_West_105th_Street-New_York_City_New_York.html","02/05/2020","Evidence of mice or live mice present in facility's food and/or non-food areas.",46,"",40.800292305005,-73.968049011784,"SERAFINA 105"
"125889","BETTOLONA","https://www.tripadvisor.com/Restaurant_Review-g60763-d3140758-Reviews-Bettolona-New_York_City_New_York.html","12/26/2019","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",33,"",40.813985907279,-73.95954182352,"BETTOLONA"
"125907","CICCIO","https://www.tripadvisor.com/Restaurant_Review-g60827-d459598-Reviews-Ciccio_Pizza-Brooklyn_New_York.html","03/13/2017","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",7,"A",40.72640782049,-74.003651188344,"CICCIO"
"126081","AI FIORI","https://www.tripadvisor.com/Restaurant_Review-g60763-d2005229-Reviews-Ai_Fiori-New_York_City_New_York.html","05/04/2018","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",22,"",40.750030859179,-73.983408608902,"AI FIORI"
"126096","ARTE CAFE","https://www.tripadvisor.com/Restaurant_Review-g60763-d17611091-Reviews-Arte_Cafe-New_York_City_New_York.html","06/27/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",21,"",40.742942284831,-73.996466992182,"ARTE CAFE"
"126115","LIDO","https://www.tripadvisor.com/Restaurant_Review-g60763-d2057396-Reviews-Lido-New_York_City_New_York.html","11/08/2018","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",12,"",40.804984171856,-73.954938187742,"LIDO"
"126225","SERAFINA","https://www.tripadvisor.com/Restaurant_Review-g60763-d1006704-Reviews-Serafina_Broadway-New_York_City_New_York.html","12/02/2019","Evidence of mice or live mice present in facility's food and/or non-food areas.",15,"",40.739596297046,-74.006358371758,"SERAFINA"
"126230","CAFFE NAPOLI","https://www.tripadvisor.com/Restaurant_Review-g60763-d479313-Reviews-Caffe_Napoli-New_York_City_New_York.html","09/26/2019","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",13,"A",40.718115916207,-73.997803067196,"CAFFE NAPOLI"
"126284","CARBONE","https://www.tripadvisor.com/Restaurant_Review-g60763-d3958626-Reviews-Carbone-New_York_City_New_York.html","03/27/2018","Evidence of mice or live mice present in facility's food and/or non-food areas.",24,"",40.727876328343,-74.000144318937,"CARBONE"
"126288","PAESANO'S","https://www.tripadvisor.com/Restaurant_Review-g48682-d4951724-Reviews-Paesano_s_Pizzeria-Staten_Island_New_York.html","12/10/2018","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",7,"A",40.718519394966,-73.997694829896,"PAESANO'S"
"126406","PATZERIA FAMILY & FRIENDS","https://www.tripadvisor.com/Restaurant_Review-g60763-d2165918-Reviews-Patzeria_Family_Friends-New_York_City_New_York.html","07/28/2017","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11,"A",40.761301375789,-73.98764007553,"PATZERIA FAMILY & FRIENDS"
"126485","RESTIVO RISTORANTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d423400-Reviews-Restivo_Ristorante-New_York_City_New_York.html","02/05/2018","Wiping cloths soiled or not stored in sanitizing solution.",13,"A",40.743518671168,-73.996044729114,"RESTIVO RISTORANTE"
"126537","NINO'S RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d478277-Reviews-Nino_s_Restaurant-New_York_City_New_York.html","02/27/2020","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12,"A",40.768133443853,-73.955743012925,"NINO'S RESTAURANT"
"126727","BUONA NOTTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d424306-Reviews-Buona_Notte-New_York_City_New_York.html","01/17/2019","Evidence of mice or live mice present in facility's food and/or non-food areas.",12,"",40.717778315856,-73.998149391137,"BUONA NOTTE"
"126817","CAFFE PALERMO","https://www.tripadvisor.com/Restaurant_Review-g60763-d527499-Reviews-Caffe_Palermo-New_York_City_New_York.html","08/09/2017","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",50,"",40.718928360738,-73.997474758979,"CAFFE PALERMO"
"126899","LATTANZI","https://www.tripadvisor.com/Restaurant_Review-g60763-d478621-Reviews-Lattanzi_Ristorante-New_York_City_New_York.html","08/08/2019","Evidence of mice or live mice present in facility's food and/or non-food areas.",34,"",40.760486373348,-73.989560612596,"LATTANZI"
"126952","PATSY'S PIZZERIA RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d478026-Reviews-Patsy_s_Italian_Restaurant-New_York_City_New_York.html","06/10/2019","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",61,"",40.761996838475,-73.965731893844,"PATSY'S PIZZERIA RESTAURANT"
"126961","FABIO RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d5643291-Reviews-Fabio_Cucina_Italiana-New_York_City_New_York.html","08/07/2019","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12,"A",40.756826721128,-73.969293578064,"FABIO RESTAURANT"
"126976","BELLA BLU","https://www.tripadvisor.com/Restaurant_Review-g60763-d491116-Reviews-Bella_Blu-New_York_City_New_York.html","01/17/2017","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",13,"A",40.769283327591,-73.963020460881,"BELLA BLU"
"127249","DON GIOVANNI RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d424487-Reviews-Don_Giovanni-New_York_City_New_York.html","05/31/2018","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",23,"",40.747402494668,-74.004359714281,"DON GIOVANNI RESTAURANT"
"127278","DUE","https://www.tripadvisor.com/Restaurant_Review-g60763-d423866-Reviews-Due_Restaurant-New_York_City_New_York.html","11/30/2017","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",7,"A",40.774562177627,-73.957099887375,"DUE"
"127354","BECCO","https://www.tripadvisor.com/Restaurant_Review-g60763-d424429-Reviews-Becco-New_York_City_New_York.html","10/23/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13,"A",40.760434211709,-73.989437889512,"BECCO"
"127467","MAX RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g46531-d3205883-Reviews-Max_s_Restaurant-Jersey_City_New_Jersey.html","04/05/2019","Live roaches present in facility's food and/or non-food areas.",12,"",40.716759724808,-74.008253661066,"MAX RESTAURANT"
"127539","LOCANDA VERDE","https://www.tripadvisor.com/Restaurant_Review-g60763-d1048640-Reviews-Locanda_Verde-New_York_City_New_York.html","05/02/2017","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",12,"A",40.719776065749,-74.01022735674,"LOCANDA VERDE"
"127589","BOTTINO","https://www.tripadvisor.com/Restaurant_Review-g60763-d426214-Reviews-Bottino-New_York_City_New_York.html","03/28/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11,"A",40.748601985022,-74.003493609025,"BOTTINO"
"127648","TONY'S DI NAPOLI","https://www.tripadvisor.com/Restaurant_Review-g60763-d543689-Reviews-Tony_s_Di_Napoli_Midtown-New_York_City_New_York.html","07/29/2019","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",21,"",40.76438165857,-73.964499666104,"TONY'S DI NAPOLI"
"127685","UVA","https://www.tripadvisor.com/Restaurant_Review-g60763-d848335-Reviews-Uva-New_York_City_New_York.html","07/30/2018","Evidence of mice or live mice present in facility's food and/or non-food areas.",9,"A",40.77232744295,-73.955772708486,"UVA"
"127806","CAFE FIORELLO","https://www.tripadvisor.com/Restaurant_Review-g60763-d425554-Reviews-Cafe_Fiorello-New_York_City_New_York.html","03/10/2020","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",13,"A",40.771511149198,-73.982150446461,"CAFE FIORELLO"
"127944","IL CANTINORI RESTAURAUNT","https://www.tripadvisor.com/Restaurant_Review-g60763-d424422-Reviews-Il_Cortile_Restaurant-New_York_City_New_York.html","02/07/2018","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",26,"",40.732402237364,-73.99307221868,"IL CANTINORI RESTAURAUNT"
"127969","LA CAVA","https://www.tripadvisor.com/Restaurant_Review-g60763-d1998586-Reviews-La_Cava-New_York_City_New_York.html","05/08/2019","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",9,"A",40.7547322911,-73.968634020858,"LA CAVA"
"128009","STUDIO CAFE","https://www.tripadvisor.com/Restaurant_Review-g60763-d8463826-Reviews-Studio_Cafe_at_The_Whitney_Museum_of_American_Art-New_York_City_New_York.html","06/20/2017","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10,"A",40.747992386672,-74.008495743918,"STUDIO CAFE"
"128019","VOLARE RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d423310-Reviews-Volare-New_York_City_New_York.html","05/03/2017","Evidence of mice or live mice present in facility's food and/or non-food areas.",26,"",40.731474715002,-74.00047627831,"VOLARE RESTAURANT"
"128064","TRATTORIA TRE COLORI","https://www.tripadvisor.com/Restaurant_Review-g60763-d477311-Reviews-Trattoria_Trecolori-New_York_City_New_York.html","06/04/2018","\\Wash handsâ€ sign not posted at hand wash facility.",22,"",40.759912381623,-73.986348056128,"TRATTORIA TRE COLORI"
"128129","LA PECORA BIANCA","https://www.tripadvisor.com/Restaurant_Review-g60763-d8545251-Reviews-La_Pecora_Bianca-New_York_City_New_York.html","11/27/2017","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",11,"A",40.743515474188,-73.989072482032,"LA PECORA BIANCA"
"128249","BOTTEGA RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d2708960-Reviews-Bottega_Restaurant-New_York_City_New_York.html","05/16/2016","Live roaches present in facility's food and/or non-food areas.",29,"",40.76763244395,-73.959227128297,"BOTTEGA RESTAURANT"
"128292","DEL POSTO RISTORANTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d598053-Reviews-Del_Posto-New_York_City_New_York.html","02/05/2019","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",13,"A",40.743051881572,-74.007545997501,"DEL POSTO RISTORANTE"
"128343","VALBELLA MIDTOWN","https://www.tripadvisor.com/Restaurant_Review-g60763-d4038824-Reviews-Valbella_Midtown-New_York_City_New_York.html","06/12/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",9,"A",40.760099808132,-73.974768017407,"VALBELLA MIDTOWN"
"128416","OLIVE GARDEN","https://www.tripadvisor.com/Restaurant_Review-g60763-d617221-Reviews-Olive_Garden-New_York_City_New_York.html","03/22/2019","Live roaches present in facility's food and/or non-food areas.",29,"",40.759302858192,-73.984857382733,"OLIVE GARDEN"
"128517","CAFFE DEI FIORI RISTORANTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d7790161-Reviews-Caffe_Dei_Fiori-New_York_City_New_York.html","05/31/2016","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10,"A",40.769415044429,-73.962922911174,"CAFFE DEI FIORI RISTORANTE"
"128533","SANT AMBROEUS","https://www.tripadvisor.com/Restaurant_Review-g60763-d524733-Reviews-Sant_Ambroeus-New_York_City_New_York.html","12/06/2017","Live roaches present in facility's food and/or non-food areas.",18,"",40.735287147851,-74.003258363761,"SANT AMBROEUS"
"128597","AUNT JAKE'S","https://www.tripadvisor.com/Restaurant_Review-g60763-d18003539-Reviews-Aunt_Jake_s_NYC-New_York_City_New_York.html","01/16/2020","Evidence of mice or live mice present in facility's food and/or non-food areas.",22,"N",40.718448032288,-73.997759766673,"AUNT JAKE'S"
"128737","Bigoi Venezia","https://www.tripadvisor.com/Restaurant_Review-g60763-d12729494-Reviews-Bigoi_Venezia-New_York_City_New_York.html","09/03/2019","Evidence of rats or live rats present in facility's food and/or non-food areas.",10,"A",40.769923709246,-73.957554169452,"Bigoi Venezia"
"128843","L'ANGOLO RISTORANTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d13089515-Reviews-L_angolo_Ristorante-New_York_City_New_York.html","12/18/2017","Evidence of mice or live mice present in facility's food and/or non-food areas.",22,"",40.717415550492,-74.010392933756,"L'ANGOLO RISTORANTE"
"128902","BISTANGO","https://www.tripadvisor.com/Restaurant_Review-g60763-d425338-Reviews-Bistango_Restaurant-New_York_City_New_York.html","03/26/2018","Canned food product observed dented and not segregated from other consumable food items.",10,"A",40.742668922543,-73.980335770722,"BISTANGO"
